movie_id,recommendations
296099,"[{'index': 1, 'movie_id': 113406}, {'index': 2, 'movie_id': 215918}, {'index': 3, 'movie_id': 37165}, {'index': 4, 'movie_id': 158150}, {'index': 5, 'movie_id': 2013}, {'index': 6, 'movie_id': 2755}, {'index': 7, 'movie_id': 36825}, {'index': 8, 'movie_id': 13223}, {'index': 9, 'movie_id': 1590}, {'index': 10, 'movie_id': 10890}]"
8012,"[{'index': 1, 'movie_id': 11826}, {'index': 2, 'movie_id': 13197}, {'index': 3, 'movie_id': 1248}, {'index': 4, 'movie_id': 9366}, {'index': 5, 'movie_id': 10218}, {'index': 6, 'movie_id': 8944}, {'index': 7, 'movie_id': 9950}, {'index': 8, 'movie_id': 7873}, {'index': 9, 'movie_id': 111}, {'index': 10, 'movie_id': 134374}]"
1574,"[{'index': 1, 'movie_id': 6963}, {'index': 2, 'movie_id': 525}, {'index': 3, 'movie_id': 18713}, {'index': 4, 'movie_id': 43213}, {'index': 5, 'movie_id': 9816}, {'index': 6, 'movie_id': 28665}, {'index': 7, 'movie_id': 9277}, {'index': 8, 'movie_id': 1788}, {'index': 9, 'movie_id': 13250}, {'index': 10, 'movie_id': 14299}]"
9032,"[{'index': 1, 'movie_id': 8346}, {'index': 2, 'movie_id': 231576}, {'index': 3, 'movie_id': 693}, {'index': 4, 'movie_id': 987}, {'index': 5, 'movie_id': 109418}, {'index': 6, 'movie_id': 10073}, {'index': 7, 'movie_id': 55306}, {'index': 8, 'movie_id': 985}, {'index': 9, 'movie_id': 26673}, {'index': 10, 'movie_id': 25248}]"
2770,"[{'index': 1, 'movie_id': 8273}, {'index': 2, 'movie_id': 26602}, {'index': 3, 'movie_id': 19913}, {'index': 4, 'movie_id': 28353}, {'index': 5, 'movie_id': 100975}, {'index': 6, 'movie_id': 27723}, {'index': 7, 'movie_id': 57214}, {'index': 8, 'movie_id': 9709}, {'index': 9, 'movie_id': 19556}, {'index': 10, 'movie_id': 9779}]"
862,"[{'index': 1, 'movie_id': 863}, {'index': 2, 'movie_id': 10193}, {'index': 3, 'movie_id': 16112}, {'index': 4, 'movie_id': 113406}, {'index': 5, 'movie_id': 10890}, {'index': 6, 'movie_id': 671}, {'index': 7, 'movie_id': 37165}, {'index': 8, 'movie_id': 8849}, {'index': 9, 'movie_id': 10218}, {'index': 10, 'movie_id': 82532}]"
1637,"[{'index': 1, 'movie_id': 33106}, {'index': 2, 'movie_id': 9625}, {'index': 3, 'movie_id': 9799}, {'index': 4, 'movie_id': 10045}, {'index': 5, 'movie_id': 11622}, {'index': 6, 'movie_id': 15049}, {'index': 7, 'movie_id': 943}, {'index': 8, 'movie_id': 1878}, {'index': 9, 'movie_id': 218778}, {'index': 10, 'movie_id': 62206}]"
72570,"[{'index': 1, 'movie_id': 12220}, {'index': 2, 'movie_id': 82696}, {'index': 3, 'movie_id': 36811}, {'index': 4, 'movie_id': 249164}, {'index': 5, 'movie_id': 31005}, {'index': 6, 'movie_id': 14976}, {'index': 7, 'movie_id': 50035}, {'index': 8, 'movie_id': 14834}, {'index': 9, 'movie_id': 1360}, {'index': 10, 'movie_id': 5038}]"
27569,"[{'index': 1, 'movie_id': 32740}, {'index': 2, 'movie_id': 1590}, {'index': 3, 'movie_id': 8968}, {'index': 4, 'movie_id': 215918}, {'index': 5, 'movie_id': 113406}, {'index': 6, 'movie_id': 354110}, {'index': 7, 'movie_id': 82532}, {'index': 8, 'movie_id': 385636}, {'index': 9, 'movie_id': 37165}, {'index': 10, 'movie_id': 2013}]"
10637,"[{'index': 1, 'movie_id': 59728}, {'index': 2, 'movie_id': 11170}, {'index': 3, 'movie_id': 10414}, {'index': 4, 'movie_id': 232679}, {'index': 5, 'movie_id': 13680}, {'index': 6, 'movie_id': 334531}, {'index': 7, 'movie_id': 56601}, {'index': 8, 'movie_id': 21801}, {'index': 9, 'movie_id': 34341}, {'index': 10, 'movie_id': 200505}]"
1669,"[{'index': 1, 'movie_id': 8665}, {'index': 2, 'movie_id': 106}, {'index': 3, 'movie_id': 137094}, {'index': 4, 'movie_id': 11973}, {'index': 5, 'movie_id': 8963}, {'index': 6, 'movie_id': 4614}, {'index': 7, 'movie_id': 935}, {'index': 8, 'movie_id': 47964}, {'index': 9, 'movie_id': 691}, {'index': 10, 'movie_id': 9588}]"
132363,"[{'index': 1, 'movie_id': 12783}, {'index': 2, 'movie_id': 73873}, {'index': 3, 'movie_id': 1874}, {'index': 4, 'movie_id': 1245}, {'index': 5, 'movie_id': 2428}, {'index': 6, 'movie_id': 75033}, {'index': 7, 'movie_id': 273895}, {'index': 8, 'movie_id': 71688}, {'index': 9, 'movie_id': 192136}, {'index': 10, 'movie_id': 117263}]"
9472,"[{'index': 1, 'movie_id': 66607}, {'index': 2, 'movie_id': 27455}, {'index': 3, 'movie_id': 72197}, {'index': 4, 'movie_id': 1878}, {'index': 5, 'movie_id': 1588}, {'index': 6, 'movie_id': 125537}, {'index': 7, 'movie_id': 5722}, {'index': 8, 'movie_id': 334531}, {'index': 9, 'movie_id': 13260}, {'index': 10, 'movie_id': 8193}]"
2907,"[{'index': 1, 'movie_id': 11056}, {'index': 2, 'movie_id': 9978}, {'index': 3, 'movie_id': 25704}, {'index': 4, 'movie_id': 17995}, {'index': 5, 'movie_id': 24126}, {'index': 6, 'movie_id': 52520}, {'index': 7, 'movie_id': 8587}, {'index': 8, 'movie_id': 9444}, {'index': 9, 'movie_id': 9378}, {'index': 10, 'movie_id': 375950}]"
9273,"[{'index': 1, 'movie_id': 283671}, {'index': 2, 'movie_id': 3049}, {'index': 3, 'movie_id': 128}, {'index': 4, 'movie_id': 258489}, {'index': 5, 'movie_id': 24264}, {'index': 6, 'movie_id': 18975}, {'index': 7, 'movie_id': 14873}, {'index': 8, 'movie_id': 8916}, {'index': 9, 'movie_id': 15173}, {'index': 10, 'movie_id': 606}]"
9880,"[{'index': 1, 'movie_id': 11130}, {'index': 2, 'movie_id': 39806}, {'index': 3, 'movie_id': 2493}, {'index': 4, 'movie_id': 250124}, {'index': 5, 'movie_id': 17880}, {'index': 6, 'movie_id': 361398}, {'index': 7, 'movie_id': 10198}, {'index': 8, 'movie_id': 8584}, {'index': 9, 'movie_id': 9893}, {'index': 10, 'movie_id': 812}]"
2925,"[{'index': 1, 'movie_id': 11692}, {'index': 2, 'movie_id': 9398}, {'index': 3, 'movie_id': 206296}, {'index': 4, 'movie_id': 59930}, {'index': 5, 'movie_id': 16471}, {'index': 6, 'movie_id': 24940}, {'index': 7, 'movie_id': 109513}, {'index': 8, 'movie_id': 9429}, {'index': 9, 'movie_id': 75531}, {'index': 10, 'movie_id': 10476}]"
807,"[{'index': 1, 'movie_id': 1949}, {'index': 2, 'movie_id': 39303}, {'index': 3, 'movie_id': 6973}, {'index': 4, 'movie_id': 9481}, {'index': 5, 'movie_id': 25376}, {'index': 6, 'movie_id': 1248}, {'index': 7, 'movie_id': 11892}, {'index': 8, 'movie_id': 11917}, {'index': 9, 'movie_id': 13536}, {'index': 10, 'movie_id': 242582}]"
17654,"[{'index': 1, 'movie_id': 440}, {'index': 2, 'movie_id': 59678}, {'index': 3, 'movie_id': 679}, {'index': 4, 'movie_id': 20856}, {'index': 5, 'movie_id': 299687}, {'index': 6, 'movie_id': 4965}, {'index': 7, 'movie_id': 11260}, {'index': 8, 'movie_id': 228161}, {'index': 9, 'movie_id': 8078}, {'index': 10, 'movie_id': 602}]"
11836,"[{'index': 1, 'movie_id': 227973}, {'index': 2, 'movie_id': 36825}, {'index': 3, 'movie_id': 37165}, {'index': 4, 'movie_id': 8944}, {'index': 5, 'movie_id': 113406}, {'index': 6, 'movie_id': 172391}, {'index': 7, 'movie_id': 8849}, {'index': 8, 'movie_id': 18475}, {'index': 9, 'movie_id': 2830}, {'index': 10, 'movie_id': 16112}]"
322,"[{'index': 1, 'movie_id': 819}, {'index': 2, 'movie_id': 8197}, {'index': 3, 'movie_id': 8987}, {'index': 4, 'movie_id': 10398}, {'index': 5, 'movie_id': 18079}, {'index': 6, 'movie_id': 29920}, {'index': 7, 'movie_id': 66}, {'index': 8, 'movie_id': 745}, {'index': 9, 'movie_id': 3580}, {'index': 10, 'movie_id': 46503}]"
70,"[{'index': 1, 'movie_id': 8489}, {'index': 2, 'movie_id': 215918}, {'index': 3, 'movie_id': 13223}, {'index': 4, 'movie_id': 37165}, {'index': 5, 'movie_id': 192102}, {'index': 6, 'movie_id': 16112}, {'index': 7, 'movie_id': 1590}, {'index': 8, 'movie_id': 113406}, {'index': 9, 'movie_id': 2013}, {'index': 10, 'movie_id': 10400}]"
9535,"[{'index': 1, 'movie_id': 9932}, {'index': 2, 'movie_id': 12228}, {'index': 3, 'movie_id': 14195}, {'index': 4, 'movie_id': 70478}, {'index': 5, 'movie_id': 14112}, {'index': 6, 'movie_id': 37718}, {'index': 7, 'movie_id': 10410}, {'index': 8, 'movie_id': 174311}, {'index': 9, 'movie_id': 327}, {'index': 10, 'movie_id': 250349}]"
11036,"[{'index': 1, 'movie_id': 4251}, {'index': 2, 'movie_id': 13994}, {'index': 3, 'movie_id': 51384}, {'index': 4, 'movie_id': 293863}, {'index': 5, 'movie_id': 14608}, {'index': 6, 'movie_id': 1651}, {'index': 7, 'movie_id': 3060}, {'index': 8, 'movie_id': 11889}, {'index': 9, 'movie_id': 37737}, {'index': 10, 'movie_id': 12220}]"
6557,"[{'index': 1, 'movie_id': 2977}, {'index': 2, 'movie_id': 6961}, {'index': 3, 'movie_id': 84355}, {'index': 4, 'movie_id': 712}, {'index': 5, 'movie_id': 84174}, {'index': 6, 'movie_id': 12658}, {'index': 7, 'movie_id': 57825}, {'index': 8, 'movie_id': 22897}, {'index': 9, 'movie_id': 10521}, {'index': 10, 'movie_id': 96238}]"
18126,"[{'index': 1, 'movie_id': 55567}, {'index': 2, 'movie_id': 13649}, {'index': 3, 'movie_id': 23367}, {'index': 4, 'movie_id': 304410}, {'index': 5, 'movie_id': 9591}, {'index': 6, 'movie_id': 1788}, {'index': 7, 'movie_id': 10947}, {'index': 8, 'movie_id': 15121}, {'index': 9, 'movie_id': 24662}, {'index': 10, 'movie_id': 13374}]"
16340,"[{'index': 1, 'movie_id': 20694}, {'index': 2, 'movie_id': 14444}, {'index': 3, 'movie_id': 9487}, {'index': 4, 'movie_id': 23685}, {'index': 5, 'movie_id': 17711}, {'index': 6, 'movie_id': 15173}, {'index': 7, 'movie_id': 950}, {'index': 8, 'movie_id': 9907}, {'index': 9, 'movie_id': 228326}, {'index': 10, 'movie_id': 77459}]"
10333,"[{'index': 1, 'movie_id': 6639}, {'index': 2, 'movie_id': 11137}, {'index': 3, 'movie_id': 75986}, {'index': 4, 'movie_id': 13435}, {'index': 5, 'movie_id': 358451}, {'index': 6, 'movie_id': 9655}, {'index': 7, 'movie_id': 1443}, {'index': 8, 'movie_id': 26428}, {'index': 9, 'movie_id': 13}, {'index': 10, 'movie_id': 25968}]"
4476,"[{'index': 1, 'movie_id': 9664}, {'index': 2, 'movie_id': 16388}, {'index': 3, 'movie_id': 358451}, {'index': 4, 'movie_id': 39833}, {'index': 5, 'movie_id': 9952}, {'index': 6, 'movie_id': 25784}, {'index': 7, 'movie_id': 11661}, {'index': 8, 'movie_id': 9665}, {'index': 9, 'movie_id': 9839}, {'index': 10, 'movie_id': 3060}]"
22947,"[{'index': 1, 'movie_id': 37165}, {'index': 2, 'movie_id': 49478}, {'index': 3, 'movie_id': 7859}, {'index': 4, 'movie_id': 113406}, {'index': 5, 'movie_id': 1590}, {'index': 6, 'movie_id': 15556}, {'index': 7, 'movie_id': 16222}, {'index': 8, 'movie_id': 215918}, {'index': 9, 'movie_id': 32740}, {'index': 10, 'movie_id': 28580}]"
2755,"[{'index': 1, 'movie_id': 215918}, {'index': 2, 'movie_id': 36825}, {'index': 3, 'movie_id': 2122}, {'index': 4, 'movie_id': 192102}, {'index': 5, 'movie_id': 37165}, {'index': 6, 'movie_id': 82532}, {'index': 7, 'movie_id': 113406}, {'index': 8, 'movie_id': 13223}, {'index': 9, 'movie_id': 45658}, {'index': 10, 'movie_id': 27936}]"
82654,"[{'index': 1, 'movie_id': 287424}, {'index': 2, 'movie_id': 58431}, {'index': 3, 'movie_id': 206213}, {'index': 4, 'movie_id': 312793}, {'index': 5, 'movie_id': 28260}, {'index': 6, 'movie_id': 10288}, {'index': 7, 'movie_id': 10331}, {'index': 8, 'movie_id': 7737}, {'index': 9, 'movie_id': 453}, {'index': 10, 'movie_id': 11683}]"
59967,"[{'index': 1, 'movie_id': 180}, {'index': 2, 'movie_id': 72559}, {'index': 3, 'movie_id': 19959}, {'index': 4, 'movie_id': 7516}, {'index': 5, 'movie_id': 8831}, {'index': 6, 'movie_id': 13184}, {'index': 7, 'movie_id': 280}, {'index': 8, 'movie_id': 241254}, {'index': 9, 'movie_id': 2135}, {'index': 10, 'movie_id': 87101}]"
16300,"[{'index': 1, 'movie_id': 2687}, {'index': 2, 'movie_id': 9304}, {'index': 3, 'movie_id': 24621}, {'index': 4, 'movie_id': 9582}, {'index': 5, 'movie_id': 228326}, {'index': 6, 'movie_id': 24420}, {'index': 7, 'movie_id': 8831}, {'index': 8, 'movie_id': 36691}, {'index': 9, 'movie_id': 9678}, {'index': 10, 'movie_id': 11232}]"
9598,"[{'index': 1, 'movie_id': 9447}, {'index': 2, 'movie_id': 9986}, {'index': 3, 'movie_id': 38317}, {'index': 4, 'movie_id': 52032}, {'index': 5, 'movie_id': 17908}, {'index': 6, 'movie_id': 129}, {'index': 7, 'movie_id': 18475}, {'index': 8, 'movie_id': 28178}, {'index': 9, 'movie_id': 272878}, {'index': 10, 'movie_id': 104896}]"
82696,"[{'index': 1, 'movie_id': 25113}, {'index': 2, 'movie_id': 12220}, {'index': 3, 'movie_id': 50035}, {'index': 4, 'movie_id': 59930}, {'index': 5, 'movie_id': 14736}, {'index': 6, 'movie_id': 59861}, {'index': 7, 'movie_id': 403}, {'index': 8, 'movie_id': 44009}, {'index': 9, 'movie_id': 19899}, {'index': 10, 'movie_id': 15256}]"
9870,"[{'index': 1, 'movie_id': 11426}, {'index': 2, 'movie_id': 1930}, {'index': 3, 'movie_id': 16538}, {'index': 4, 'movie_id': 37165}, {'index': 5, 'movie_id': 102382}, {'index': 6, 'movie_id': 41733}, {'index': 7, 'movie_id': 10678}, {'index': 8, 'movie_id': 9427}, {'index': 9, 'movie_id': 4380}, {'index': 10, 'movie_id': 8849}]"
8292,"[{'index': 1, 'movie_id': 352978}, {'index': 2, 'movie_id': 12877}, {'index': 3, 'movie_id': 164457}, {'index': 4, 'movie_id': 299145}, {'index': 5, 'movie_id': 332411}, {'index': 6, 'movie_id': 168259}, {'index': 7, 'movie_id': 479}, {'index': 8, 'movie_id': 13389}, {'index': 9, 'movie_id': 16608}, {'index': 10, 'movie_id': 21612}]"
8780,"[{'index': 1, 'movie_id': 22345}, {'index': 2, 'movie_id': 31117}, {'index': 3, 'movie_id': 12154}, {'index': 4, 'movie_id': 11212}, {'index': 5, 'movie_id': 83860}, {'index': 6, 'movie_id': 195589}, {'index': 7, 'movie_id': 11091}, {'index': 8, 'movie_id': 91070}, {'index': 9, 'movie_id': 88641}, {'index': 10, 'movie_id': 19}]"
9715,"[{'index': 1, 'movie_id': 219}, {'index': 2, 'movie_id': 49963}, {'index': 3, 'movie_id': 89325}, {'index': 4, 'movie_id': 84892}, {'index': 5, 'movie_id': 3877}, {'index': 6, 'movie_id': 239571}, {'index': 7, 'movie_id': 887}, {'index': 8, 'movie_id': 42222}, {'index': 9, 'movie_id': 6023}, {'index': 10, 'movie_id': 17127}]"
10521,"[{'index': 1, 'movie_id': 712}, {'index': 2, 'movie_id': 34563}, {'index': 3, 'movie_id': 2018}, {'index': 4, 'movie_id': 84174}, {'index': 5, 'movie_id': 13596}, {'index': 6, 'movie_id': 8874}, {'index': 7, 'movie_id': 49022}, {'index': 8, 'movie_id': 3933}, {'index': 9, 'movie_id': 480}, {'index': 10, 'movie_id': 72207}]"
10762,"[{'index': 1, 'movie_id': 9350}, {'index': 2, 'movie_id': 16112}, {'index': 3, 'movie_id': 15394}, {'index': 4, 'movie_id': 88751}, {'index': 5, 'movie_id': 21309}, {'index': 6, 'movie_id': 20360}, {'index': 7, 'movie_id': 11042}, {'index': 8, 'movie_id': 98557}, {'index': 9, 'movie_id': 40920}, {'index': 10, 'movie_id': 13198}]"
10096,"[{'index': 1, 'movie_id': 17834}, {'index': 2, 'movie_id': 1636}, {'index': 3, 'movie_id': 109491}, {'index': 4, 'movie_id': 1624}, {'index': 5, 'movie_id': 16996}, {'index': 6, 'movie_id': 6435}, {'index': 7, 'movie_id': 112937}, {'index': 8, 'movie_id': 63492}, {'index': 9, 'movie_id': 10202}, {'index': 10, 'movie_id': 71864}]"
59436,"[{'index': 1, 'movie_id': 14306}, {'index': 2, 'movie_id': 297621}, {'index': 3, 'movie_id': 36691}, {'index': 4, 'movie_id': 70868}, {'index': 5, 'movie_id': 24420}, {'index': 6, 'movie_id': 10765}, {'index': 7, 'movie_id': 175574}, {'index': 8, 'movie_id': 81836}, {'index': 9, 'movie_id': 1555}, {'index': 10, 'movie_id': 3587}]"
227783,"[{'index': 1, 'movie_id': 172391}, {'index': 2, 'movie_id': 37165}, {'index': 3, 'movie_id': 41515}, {'index': 4, 'movie_id': 228326}, {'index': 5, 'movie_id': 18475}, {'index': 6, 'movie_id': 227973}, {'index': 7, 'movie_id': 157185}, {'index': 8, 'movie_id': 113406}, {'index': 9, 'movie_id': 10996}, {'index': 10, 'movie_id': 27936}]"
4133,"[{'index': 1, 'movie_id': 24424}, {'index': 2, 'movie_id': 11042}, {'index': 3, 'movie_id': 426469}, {'index': 4, 'movie_id': 34653}, {'index': 5, 'movie_id': 29339}, {'index': 6, 'movie_id': 43653}, {'index': 7, 'movie_id': 8968}, {'index': 8, 'movie_id': 24266}, {'index': 9, 'movie_id': 44835}, {'index': 10, 'movie_id': 190859}]"
10207,"[{'index': 1, 'movie_id': 346081}, {'index': 2, 'movie_id': 2755}, {'index': 3, 'movie_id': 91721}, {'index': 4, 'movie_id': 6639}, {'index': 5, 'movie_id': 44853}, {'index': 6, 'movie_id': 39053}, {'index': 7, 'movie_id': 39563}, {'index': 8, 'movie_id': 10197}, {'index': 9, 'movie_id': 227975}, {'index': 10, 'movie_id': 215918}]"
172,"[{'index': 1, 'movie_id': 157}, {'index': 2, 'movie_id': 174}, {'index': 3, 'movie_id': 199}, {'index': 4, 'movie_id': 201}, {'index': 5, 'movie_id': 200}, {'index': 6, 'movie_id': 172391}, {'index': 7, 'movie_id': 168}, {'index': 8, 'movie_id': 188927}, {'index': 9, 'movie_id': 152}, {'index': 10, 'movie_id': 154}]"
21972,"[{'index': 1, 'movie_id': 2300}, {'index': 2, 'movie_id': 36825}, {'index': 3, 'movie_id': 21334}, {'index': 4, 'movie_id': 35696}, {'index': 5, 'movie_id': 9072}, {'index': 6, 'movie_id': 9655}, {'index': 7, 'movie_id': 9981}, {'index': 8, 'movie_id': 43653}, {'index': 9, 'movie_id': 9021}, {'index': 10, 'movie_id': 1494}]"
36593,"[{'index': 1, 'movie_id': 10074}, {'index': 2, 'movie_id': 37137}, {'index': 3, 'movie_id': 26171}, {'index': 4, 'movie_id': 84329}, {'index': 5, 'movie_id': 7220}, {'index': 6, 'movie_id': 9647}, {'index': 7, 'movie_id': 9335}, {'index': 8, 'movie_id': 10806}, {'index': 9, 'movie_id': 39514}, {'index': 10, 'movie_id': 13056}]"
707,"[{'index': 1, 'movie_id': 699}, {'index': 2, 'movie_id': 691}, {'index': 3, 'movie_id': 709}, {'index': 4, 'movie_id': 708}, {'index': 5, 'movie_id': 700}, {'index': 6, 'movie_id': 253}, {'index': 7, 'movie_id': 668}, {'index': 8, 'movie_id': 36670}, {'index': 9, 'movie_id': 710}, {'index': 10, 'movie_id': 26389}]"
533,"[{'index': 1, 'movie_id': 50135}, {'index': 2, 'movie_id': 227783}, {'index': 3, 'movie_id': 13053}, {'index': 4, 'movie_id': 14175}, {'index': 5, 'movie_id': 227973}, {'index': 6, 'movie_id': 283671}, {'index': 7, 'movie_id': 77174}, {'index': 8, 'movie_id': 170687}, {'index': 9, 'movie_id': 15655}, {'index': 10, 'movie_id': 172391}]"
6023,"[{'index': 1, 'movie_id': 75986}, {'index': 2, 'movie_id': 4599}, {'index': 3, 'movie_id': 8060}, {'index': 4, 'movie_id': 46889}, {'index': 5, 'movie_id': 41317}, {'index': 6, 'movie_id': 11876}, {'index': 7, 'movie_id': 253331}, {'index': 8, 'movie_id': 18615}, {'index': 9, 'movie_id': 3877}, {'index': 10, 'movie_id': 10564}]"
6439,"[{'index': 1, 'movie_id': 250349}, {'index': 2, 'movie_id': 1590}, {'index': 3, 'movie_id': 10477}, {'index': 4, 'movie_id': 14574}, {'index': 5, 'movie_id': 10890}, {'index': 6, 'movie_id': 37165}, {'index': 7, 'movie_id': 215918}, {'index': 8, 'movie_id': 113406}, {'index': 9, 'movie_id': 14778}, {'index': 10, 'movie_id': 18475}]"
4347,"[{'index': 1, 'movie_id': 2977}, {'index': 2, 'movie_id': 96724}, {'index': 3, 'movie_id': 59930}, {'index': 4, 'movie_id': 293863}, {'index': 5, 'movie_id': 11889}, {'index': 6, 'movie_id': 228205}, {'index': 7, 'movie_id': 9819}, {'index': 8, 'movie_id': 244534}, {'index': 9, 'movie_id': 14608}, {'index': 10, 'movie_id': 42819}]"
37056,"[{'index': 1, 'movie_id': 57943}, {'index': 2, 'movie_id': 38033}, {'index': 3, 'movie_id': 2977}, {'index': 4, 'movie_id': 666}, {'index': 5, 'movie_id': 75986}, {'index': 6, 'movie_id': 231617}, {'index': 7, 'movie_id': 11153}, {'index': 8, 'movie_id': 6023}, {'index': 9, 'movie_id': 35691}, {'index': 10, 'movie_id': 74536}]"
4105,"[{'index': 1, 'movie_id': 11165}, {'index': 2, 'movie_id': 1904}, {'index': 3, 'movie_id': 1251}, {'index': 4, 'movie_id': 13201}, {'index': 5, 'movie_id': 826}, {'index': 6, 'movie_id': 2001}, {'index': 7, 'movie_id': 224569}, {'index': 8, 'movie_id': 12100}, {'index': 9, 'movie_id': 327}, {'index': 10, 'movie_id': 21610}]"
76489,"[{'index': 1, 'movie_id': 284296}, {'index': 2, 'movie_id': 24438}, {'index': 3, 'movie_id': 13778}, {'index': 4, 'movie_id': 11959}, {'index': 5, 'movie_id': 6038}, {'index': 6, 'movie_id': 9889}, {'index': 7, 'movie_id': 38322}, {'index': 8, 'movie_id': 10878}, {'index': 9, 'movie_id': 38843}, {'index': 10, 'movie_id': 2123}]"
3933,"[{'index': 1, 'movie_id': 50135}, {'index': 2, 'movie_id': 82695}, {'index': 3, 'movie_id': 9907}, {'index': 4, 'movie_id': 10521}, {'index': 5, 'movie_id': 15173}, {'index': 6, 'movie_id': 14175}, {'index': 7, 'movie_id': 4523}, {'index': 8, 'movie_id': 253253}, {'index': 9, 'movie_id': 49948}, {'index': 10, 'movie_id': 280391}]"
9918,"[{'index': 1, 'movie_id': 13260}, {'index': 2, 'movie_id': 9469}, {'index': 3, 'movie_id': 7214}, {'index': 4, 'movie_id': 48620}, {'index': 5, 'movie_id': 2300}, {'index': 6, 'movie_id': 228203}, {'index': 7, 'movie_id': 84318}, {'index': 8, 'movie_id': 35696}, {'index': 9, 'movie_id': 14275}, {'index': 10, 'movie_id': 14736}]"
273481,"[{'index': 1, 'movie_id': 18828}, {'index': 2, 'movie_id': 8836}, {'index': 3, 'movie_id': 254904}, {'index': 4, 'movie_id': 8838}, {'index': 5, 'movie_id': 9509}, {'index': 6, 'movie_id': 9331}, {'index': 7, 'movie_id': 4824}, {'index': 8, 'movie_id': 10431}, {'index': 9, 'movie_id': 16617}, {'index': 10, 'movie_id': 11892}]"
307081,"[{'index': 1, 'movie_id': 385636}, {'index': 2, 'movie_id': 215918}, {'index': 3, 'movie_id': 36825}, {'index': 4, 'movie_id': 188207}, {'index': 5, 'movie_id': 2755}, {'index': 6, 'movie_id': 113406}, {'index': 7, 'movie_id': 16112}, {'index': 8, 'movie_id': 158150}, {'index': 9, 'movie_id': 13223}, {'index': 10, 'movie_id': 1590}]"
16871,"[{'index': 1, 'movie_id': 10280}, {'index': 2, 'movie_id': 1975}, {'index': 3, 'movie_id': 10030}, {'index': 4, 'movie_id': 10008}, {'index': 5, 'movie_id': 19204}, {'index': 6, 'movie_id': 1690}, {'index': 7, 'movie_id': 309919}, {'index': 8, 'movie_id': 347755}, {'index': 9, 'movie_id': 150211}, {'index': 10, 'movie_id': 1970}]"
293863,"[{'index': 1, 'movie_id': 14608}, {'index': 2, 'movie_id': 59930}, {'index': 3, 'movie_id': 11036}, {'index': 4, 'movie_id': 208134}, {'index': 5, 'movie_id': 8966}, {'index': 6, 'movie_id': 256924}, {'index': 7, 'movie_id': 6639}, {'index': 8, 'movie_id': 62116}, {'index': 9, 'movie_id': 133575}, {'index': 10, 'movie_id': 10564}]"
13156,"[{'index': 1, 'movie_id': 3587}, {'index': 2, 'movie_id': 71805}, {'index': 3, 'movie_id': 1282}, {'index': 4, 'movie_id': 13374}, {'index': 5, 'movie_id': 15907}, {'index': 6, 'movie_id': 426469}, {'index': 7, 'movie_id': 78373}, {'index': 8, 'movie_id': 235}, {'index': 9, 'movie_id': 59930}, {'index': 10, 'movie_id': 49519}]"
41233,"[{'index': 1, 'movie_id': 109417}, {'index': 2, 'movie_id': 28665}, {'index': 3, 'movie_id': 8328}, {'index': 4, 'movie_id': 14114}, {'index': 5, 'movie_id': 37964}, {'index': 6, 'movie_id': 88036}, {'index': 7, 'movie_id': 4959}, {'index': 8, 'movie_id': 10560}, {'index': 9, 'movie_id': 12637}, {'index': 10, 'movie_id': 29015}]"
9266,"[{'index': 1, 'movie_id': 291}, {'index': 2, 'movie_id': 13827}, {'index': 3, 'movie_id': 86837}, {'index': 4, 'movie_id': 9870}, {'index': 5, 'movie_id': 82684}, {'index': 6, 'movie_id': 27723}, {'index': 7, 'movie_id': 204922}, {'index': 8, 'movie_id': 433}, {'index': 9, 'movie_id': 43959}, {'index': 10, 'movie_id': 10306}]"
1262,"[{'index': 1, 'movie_id': 37165}, {'index': 2, 'movie_id': 385636}, {'index': 3, 'movie_id': 107811}, {'index': 4, 'movie_id': 15556}, {'index': 5, 'movie_id': 14778}, {'index': 6, 'movie_id': 185465}, {'index': 7, 'movie_id': 1913}, {'index': 8, 'movie_id': 16643}, {'index': 9, 'movie_id': 4599}, {'index': 10, 'movie_id': 747}]"
4513,"[{'index': 1, 'movie_id': 1547}, {'index': 2, 'movie_id': 78381}, {'index': 3, 'movie_id': 11072}, {'index': 4, 'movie_id': 118612}, {'index': 5, 'movie_id': 62676}, {'index': 6, 'movie_id': 628}, {'index': 7, 'movie_id': 26791}, {'index': 8, 'movie_id': 24100}, {'index': 9, 'movie_id': 52015}, {'index': 10, 'movie_id': 3040}]"
22970,"[{'index': 1, 'movie_id': 98568}, {'index': 2, 'movie_id': 298584}, {'index': 3, 'movie_id': 46838}, {'index': 4, 'movie_id': 764}, {'index': 5, 'movie_id': 290391}, {'index': 6, 'movie_id': 84178}, {'index': 7, 'movie_id': 5759}, {'index': 8, 'movie_id': 18045}, {'index': 9, 'movie_id': 71805}, {'index': 10, 'movie_id': 323271}]"
7278,"[{'index': 1, 'movie_id': 13805}, {'index': 2, 'movie_id': 10073}, {'index': 3, 'movie_id': 9760}, {'index': 4, 'movie_id': 11397}, {'index': 5, 'movie_id': 11918}, {'index': 6, 'movie_id': 58492}, {'index': 7, 'movie_id': 15544}, {'index': 8, 'movie_id': 184315}, {'index': 9, 'movie_id': 4256}, {'index': 10, 'movie_id': 291870}]"
